sid,search,"splunk_server","_time","is_realtime",provenance,"api_et","api_index_et","api_index_lt","api_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et","search_lt",status,"total_run_time","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_api_et","__mv_api_index_et","__mv_api_index_lt","__mv_api_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_search_lt","__mv_status","__mv_total_run_time"
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361610.13","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361610.040131",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361610.000000000",10,1657361610,20,search3,10,"1656756000.000000000","1657361610.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657361629.14","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361629.417016",1,"UI:Dashboard:status",,0,0,,0,1657361629,0,search1,2,,,canceled,"17.104",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657361629.15","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361629.422181",1,"UI:Dashboard:status",,0,0,,2,1657361629,0,search3,2,,,canceled,"17.113",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657361647.16","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361647.337220",1,"UI:Dashboard:status",,0,0,,0,1657361647,0,search1,2,,,canceled,"57.191",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657361647.17","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361647.349943",1,"UI:Dashboard:status",,0,0,,2,1657361647,0,search3,2,,,canceled,"57.19",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657361658.18","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657361300 latest=1657361301","chandana-VirtualBox","1657361658.144342",1,"UI:Dashboard:status",,0,0,,0,1657361658,0,search2,1,,,canceled,"42.082",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657361699.19","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361699.653346",1,"UI:Dashboard:status",,0,0,,0,1657361699,0,search1,4,,,canceled,"17.145",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657361699.20","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657361300 latest=1657361301","chandana-VirtualBox","1657361699.677055",1,"UI:Dashboard:status",,0,0,,0,1657361699,0,search2,1,,,canceled,"17.217",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657361699.21","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361699.681642",1,"UI:Dashboard:status",,0,0,,4,1657361699,0,search3,4,,,canceled,"17.194",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361763.5","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361763.369769",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361763.000000000",11,1657361763,11,search1,11,"1656756000.000000000","1657361763.000000000",completed,"0.16",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361859.7","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361859.566531",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361859.000000000",11,1657361859,11,search1,11,"1656756000.000000000","1657361859.000000000",completed,"0.226",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361859.8","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361859.573334",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361859.000000000",11,1657361859,20,search3,11,"1656756000.000000000","1657361859.000000000",completed,"0.228",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361872.9","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361872.229336",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361872.000000000",11,1657361872,11,search1,11,"1656756000.000000000","1657361872.000000000",completed,"0.113",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361872.10","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361872.239994",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361872.000000000",11,1657361872,20,search3,11,"1656756000.000000000","1657361872.000000000",completed,"0.097",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361879.11","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361879.101283",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361879.000000000",11,1657361879,11,search1,11,"1656756000.000000000","1657361879.000000000",completed,"0.16",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361879.12","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361879.107458",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361879.000000000",11,1657361879,20,search3,11,"1656756000.000000000","1657361879.000000000",completed,"0.14200000000000002",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_1657361888.13","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657361749 latest=1657361750","chandana-VirtualBox","1657361888.108721",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361888.000000000",1,1657361888,1,search2,1,"1657361749.000000000","1657361750.000000000",completed,"0.078",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361920.14","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361920.430230",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361920.000000000",11,1657361920,11,search1,11,"1656756000.000000000","1657361920.000000000",completed,"0.134",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361920.15","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361920.432852",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361920.000000000",11,1657361920,20,search3,11,"1656756000.000000000","1657361920.000000000",completed,"0.129",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657361926.16","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657361926.943037",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361926.000000000",11,1657361926,11,search1,11,"1656756000.000000000","1657361926.000000000",completed,"0.44",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657361926.17","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657361926.954246",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657361926.000000000",11,1657361926,20,search3,11,"1656756000.000000000","1657361926.000000000",completed,"0.464",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_1657364299.38","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657361749 latest=1657361750","chandana-VirtualBox","1657364299.299272",0,"UI:Dashboard:status","1656756000.000000000",0,0,"1657364299.000000000",1,1657364299,1,search2,1,"1657361749.000000000","1657361750.000000000",completed,"0.14100000000000001",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_1657368061.43","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368061.597634",0,"UI:Dashboard:status","1656763200.000000000",0,0,"1657368061.000000000",15,1657368061,15,search1,15,"1656763200.000000000","1657368061.000000000",completed,"0.217",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657368061.44","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368061.618952",0,"UI:Dashboard:status","1656763200.000000000",0,0,"1657368061.000000000",15,1657368061,20,search3,15,"1656763200.000000000","1657368061.000000000",completed,"0.198",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_1657368070.45","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657364748 latest=1657364749","chandana-VirtualBox","1657368070.140802",0,"UI:Dashboard:status","1656763200.000000000",0,0,"1657368070.000000000",1,1657368070,1,search2,1,"1657364748.000000000","1657364749.000000000",completed,"0.07200000000000001",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657368120.47","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368120.909122",1,"UI:Dashboard:status",,0,0,,0,1657368120,0,search1,0,,,canceled,"12.266",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657368120.48","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657364748 latest=1657364749","chandana-VirtualBox","1657368120.928668",1,"UI:Dashboard:status",,0,0,,0,1657368120,0,search2,0,,,canceled,"12.148",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657368120.49","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368120.937756",1,"UI:Dashboard:status",,0,0,,0,1657368121,0,search3,0,,,canceled,"12.275",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657368133.50","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368133.035938",1,"UI:Dashboard:status",,0,0,,0,1657368133,0,search1,2,,,canceled,"7.224",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657368133.51","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657364748 latest=1657364749","chandana-VirtualBox","1657368133.043903",1,"UI:Dashboard:status",,0,0,,0,1657368133,0,search2,2,,,canceled,"7.2410000000000005",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657368133.52","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368133.054415",1,"UI:Dashboard:status",,0,0,,2,1657368133,0,search3,2,,,canceled,"7.293",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657368170.53","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368170.221256",1,"UI:Dashboard:status",,0,0,,0,1657368170,0,search1,7,,,canceled,"55.035000000000004",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657368170.54","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368170.231490",1,"UI:Dashboard:status",,0,0,,7,1657368170,0,search3,7,,,canceled,"55.025",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657368191.55","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657368178 latest=1657368179","chandana-VirtualBox","1657368191.551428",1,"UI:Dashboard:status",,0,0,,0,1657368191,0,search2,7,,,canceled,"22.811",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657368210.56","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657368198 latest=1657368199","chandana-VirtualBox","1657368210.421430",1,"UI:Dashboard:status",,0,0,,0,1657368210,0,search2,8,,,canceled,"14.842",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657368241.57","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368241.009731",1,"UI:Dashboard:status",,0,0,,0,1657368241,0,search1,10,,,canceled,"6.452",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657368241.58","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368241.022575",1,"UI:Dashboard:status",,0,0,,10,1657368241,0,search3,10,,,canceled,"6.375",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search1_rt_1657368248.59","search sourcetype=gitforsplunk index=_internal 
| eval time = strftime(_time, ""%Y-%m-%d %H:%M"") 
| eval etime1 = _time
| eval etime2 = _time + 1
| rex ""(?s)git commit \-m auto.*?(?<no_changes1>no changes added to commit)""
| rex ""EXITCODE: 1[\s*](?<no_changes2>No changes)""
| sort - _time
| foreach status_* 
    [eval <<MATCHSTR>> = case(isnull(<<FIELD>>), null(), <<FIELD>>==0, ""OK"", true(), ""Error"")]
| eval commit_files = if((isnotnull(no_changes1) OR isnotnull(no_changes2)) AND status_commit_files == 1, ""No Changes"", commit_files) 
| table etime1 etime2 time host commit_message runtime check_status add_files commit_files change_message commit_details push 
| rename time as Time host as Host commit_message as ""Commit message"" runtime as Duration check_status as ""Check status"" add_files as ""Add files"" commit_files as ""Commit files"" change_message as ""Update message"" commit_details as ""Show details"" push as ""Push""","chandana-VirtualBox","1657368248.839605",1,"UI:Dashboard:status",,0,0,,0,1657368248,0,search1,21,,,canceled,"110.145",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_rt_1657368248.60","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368248.842676",1,"UI:Dashboard:status",,0,0,,21,1657368248,0,search3,21,,,canceled,"110.173",,,,,,,,,,,,,,,,,,,
"rt_chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search2_rt_1657368263.61","search sourcetype=gitforsplunk index=_internal host=chandana-VirtualBox earliest=1657368248 latest=1657368249","chandana-VirtualBox","1657368263.258811",1,"UI:Dashboard:status",,0,0,,0,1657368263,0,search2,22,,,canceled,"96.57300000000001",,,,,,,,,,,,,,,,,,,
"chandana__chandana_Z2l0X2Zvcl9zcGx1bms__search3_1657368378.62","search sourcetype=gitforsplunk index=_internal 
|  top 20 changed_file 
|  fields - percent
| rename changed_file as ""Filename"" count as Count","chandana-VirtualBox","1657368378.108327",0,"UI:Dashboard:status","1656763200.000000000",0,0,"1657368378.000000000",36,1657368378,20,search3,36,"1656763200.000000000","1657368378.000000000",completed,"0.221",,,,,,,,,,,,,,,,,,,
